Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1045618,2013-12-16 10:10:07,2013-12-16 10:08:35,5444564,1088912800,5444564,200,744,,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/001021/SRR1045618,SRX263870,polyA-RNA-seq_STL003SB_r1a,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000941,PRJNA34535,2,34535,SRS306623,SAMN00847542,simple,9606,Homo sapiens,STL003SB-01,,,,,,,no,,,,,UCSD,SRA009129,,public,78F941BBA5C8B831EBD090A76355B476,4A911693583658614C47B29B54BEF75C
SRR3340718,2016-10-28 15:40:08,2016-04-06 07:59:33,50305025,2515251250,0,50,1669,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003262/SRR3340718,SRX1683684,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP072919,PRJNA317534,,317534,SRS1378959,SAMN04620941,simple,9606,Homo sapiens,GSM2109324,,,,,,,no,,,,,GEO,SRA405286,,public,B2FD7DB642FC4EC8EE772020D23C442E,B9226ABD2C323BF8BD643539D89583B8
ERR1906253,2017-04-15 07:57:20,2017-06-21 23:44:42,7859639,597332564,0,76,253,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR1906/ERR1906253,ERX1966752,45_CD3+CD8+_s,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP022341,PRJEB20204,,383031,ERS1643767,SAMEA103954599,simple,9606,Homo sapiens,E-MTAB-5640:45_CD3+CD8+,,,,,,,no,,,,,"Christian Beisel, Genomics Facility Basel, Switzerland",ERA871023,,public,54C9E79F086C11E304B948BAD5EEAE87,2D2FF4A22F78792F1F0D1CF558D8F43D
SRR5800690,2017-07-05 17:26:42,2017-07-03 17:10:33,70971643,20308856572,70971643,286,13647,,https://sra-download.ncbi.nlm.nih.gov/traces/sra49/SRR/005664/SRR5800690,SRX2980157,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP110994,PRJNA392914,,392914,SRS2333373,SAMN07312200,simple,9606,Homo sapiens,GSM2692592,,,,,,,no,,,,,GEO,SRA583454,,public,A7B6A375CB000A6AB7911B2386C82EF0,9799AF583A9EBB5FE7D243760A4531DC
SRR1752241,2017-01-03 09:54:27,2015-01-12 13:14:41,9096699,682252425,0,75,400,,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/001711/SRR1752241,SRX838343,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP052034,PRJNA272398,2,272398,SRS816956,SAMN03281304,simple,9606,Homo sapiens,GSM1582577,,,,,,,no,,,,,GEO,SRA229915,,public,8B681BFD2459F428D1FEE9932B218867,2C41AB6AFBDE62CE09FCF4DCAF4125C5
SRR1768904,2015-09-15 16:10:12,2015-01-22 12:37:45,20151170,4030234000,20151170,200,1813,,https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/001727/SRR1768904,SRX849817,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP052740,PRJNA273359,2,273359,SRS824619,SAMN03290939,simple,9606,Homo sapiens,GSM1588891,,,,,,,no,,,,,GEO,SRA234916,,public,24D691BEC1F0A133F8341637E35BE223,3E1E7378A666A7FC8D7D6260326637B9
SRR2049700,2015-06-05 16:18:08,2015-06-03 19:58:43,8731464,441334446,0,50,149,,https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/002001/SRR2049700,SRX1047781,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059039,PRJNA285798,,285798,SRS952173,SAMN03759975,simple,9606,Homo sapiens,GSM1703143,,,,,,,no,,,,,GEO,SRA271245,,public,DB0C98D8A8486E127F7BEDD57D9D0C4A,18D851F680A5E3453BB0255C8C460D63
SRR3206753,2016-09-01 17:29:38,2016-03-07 09:45:34,6125796,1102643280,6125796,180,747,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003131/SRR3206753,SRX1615674,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071203,PRJNA314463,2,314463,SRS1325439,SAMN04535197,simple,9606,Homo sapiens,GSM2081436,,,,,,,no,,,,,GEO,SRA378566,,public,E29EB46DDC0EEFC6D4B08A11AAB449C4,5DCA911DBA6403296943D0EA006041C5
SRR2064560,2015-11-17 08:30:10,2015-06-16 17:01:23,9192930,902809280,0,98,442,,https://sra-download.ncbi.nlm.nih.gov/traces/sra30/SRR/002016/SRR2064560,SRX1060030,1-MAIT-Unstim-C27_S27,RNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059458,PRJNA286947,,286947,SRS962313,SAMN03775965,simple,9606,Homo sapiens,1-MAIT-Unstim-C27_S27,,,,,not collected,,no,,,,,FHCRC-GL,SRA272830,,public,D6D65D894B8F4059F575237D98FA62B1,46D2537436369EF0BCA089C192AAFCA2
SRR3219417,2017-02-16 16:36:00,2016-03-11 13:35:47,319672,79918000,319672,250,44,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003143/SRR3219417,SRX1626453,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071643,PRJNA314949,2,314949,SRS1336056,SAMN04546089,simple,9606,Homo sapiens,GSM2085658,,,,patient 1,,,no,,,,,GEO,SRA384307,,public,63B63E56F12C86AF275D02D24362AE89,6329E2BA026D3FD4791A9408619A9469
