Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR191464,2011-06-08 09:45:23,2014-05-30 12:44:01,101482,3653352,0,36,2,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/000186/SRR191464,SRX059459,GSM715574: Breast_IDC_112,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP006574,,2,0,SRS190524,SAMN00262336,simple,9606,Homo sapiens,GSM715574,,,,,,,no,,,,,GEO,SRA035999,,public,92AF68B95BB755338B2589ECE39A0481,6E9919F762373990A304015409AB745E
SRR1552959,2015-02-18 16:29:11,2014-08-18 11:55:08,35244463,1762223150,0,50,1164,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/001516/SRR1552959,SRX682478,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP045570,PRJNA258386,2,258386,SRS685982,SAMN02996983,simple,9606,Homo sapiens,GSM1480837,,,,,,,no,,,,,GEO,SRA179474,,public,FEBC529747A1C5F8D9325D5BE1E22287,13224BD01D0C7638EC92005B95E06EE0
SRR4428601,2017-01-13 15:46:11,2016-10-18 00:01:45,2197422,329613300,2197422,150,140,,https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/004324/SRR4428601,SRX2250121,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP091685,PRJNA348691,2,348691,SRS1750093,SAMN05914023,simple,9606,Homo sapiens,GSM2348710,,,,,,,no,,,,,GEO,SRA485466,,public,B649E285CBA8F3A8724E963C677182B7,07B4352A5CB9A74A8C6BA3C1B7743B51
SRR772600,2013-04-01 15:32:09,2013-03-14 09:38:05,533160,26658000,0,50,22,,https://sra-download.ncbi.nlm.nih.gov/traces/sra8/SRR/000754/SRR772600,SRX249236,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP019272,PRJNA193159,2,193159,SRS401325,SAMN01978164,simple,9606,Homo sapiens,GSM1098337,,,,,,,no,,,,,GEO,SRA068968,,public,B2CFB5846EA4F2E44E2E44E339DBCAFB,D54300C4937452B46E9B95BACFA8BFE1
SRR5494254,2017-05-04 15:48:19,2017-05-02 08:32:44,44549946,8909989200,44549946,200,5651,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/005365/SRR5494254,SRX2775230,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP106011,PRJNA385075,,385075,SRS2158529,SAMN06859056,simple,9606,Homo sapiens,GSM2595248,,,,,,,no,,,,,GEO,SRA558559,,public,08C8A1823A4591A1055F4A885A5A42B8,99A1B00E5471748F6567C93260E3E798
SRR2964164,2017-01-19 16:24:32,2015-11-30 13:00:43,203126,40625200,203126,200,26,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002894/SRR2964164,SRX1454394,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066781,PRJNA304408,2,304408,SRS1182176,SAMN04300974,simple,9606,Homo sapiens,GSM1956186,,,,,,,no,,,,,GEO,SRA314130,,public,F3101B2D76A4F039CACDF812A2E22901,DBAAE0752401E938CE46EF939807ED9F
SRR5282950,2017-03-02 04:24:25,2017-02-24 09:17:54,16622819,1678904719,0,101,668,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/005159/SRR5282950,SRX2586551,Capparelli_10_GTTTCG_L007_R2_001.fastq.gz,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1000,SRP100675,PRJNA376696,,376696,SRS2000110,SAMN06445874,simple,9606,Homo sapiens,Capparelli_10_GTTTCG_L007_R2_001.fastq.gz,,,,,not collected,,no,,,,,,SRA540234,,public,7A0FED26B079A5C677F9EFD5ECD17179,DA516CD8A2545F0A2D21766C80AC5729
SRR2088098,2016-01-28 01:00:06,2015-07-07 11:36:59,1286772,55331196,0,43,57,,https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/002039/SRR2088098,SRX1082067,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS980391,SAMN03841467,simple,9606,Homo sapiens,GSM1810533,,,,,,,no,,,,,GEO,SRA275902,,public,F0696671394DDBFDDE936745BFF2699F,E9887D656FA8947F9436DADE76C4C075
SRR4056342,2016-10-06 16:17:16,2016-08-24 18:25:04,809334,41276034,0,51,42,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/003961/SRR4056342,SRX2045709,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067844,PRJNA307121,2,307121,SRS1638208,SAMN05561788,simple,9606,Homo sapiens,GSM2269475,,,,,,,no,,,,,GEO,SRA323017,,public,68844557D89CF854116D4D62EE9D82CE,1F6F08F51A3FF408CCE4CCB80A701603
ERR1587040,2016-08-17 09:37:52,2016-08-19 10:31:54,4192,1048000,4192,250,0,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR1587/ERR1587040,ERX1657686,16773219,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,850,0,ILLUMINA,Illumina HiSeq 2000,ERP016000,PRJEB14362,,325750,ERS1211744,SAMEA4040634,simple,9606,Homo sapiens,SAMEA4040634,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA689250,,public,BFE91CCC2C3B7E4121370633DA48A623,88202FABA6E61CAA31B72D92C9252EF7
